,State,Year,FIPS_Code,Civilian_Pop,Civilian_Labor_Force,Labor_Force_Pct,Employed_Total,Employed_Pct,Unemployed_Total,Unemployed_Rate
0,Alabama,2010,1.0,3690246.75,2196694.4166666665,59.50833333333335,1968756.75,53.341666666666676,227937.66666666666,10.374999999999998
1,Alabama,2011,1.0,3725084.6666666665,2201954.5,59.11666666666667,1991026.5833333333,53.45833333333332,210927.91666666666,9.583333333333334
2,Alabama,2012,1.0,3745692.5833333335,2179074.9166666665,58.16666666666668,2001117.5833333333,53.425000000000004,177957.33333333334,8.158333333333333
3,Alabama,2013,1.0,3765925.6666666665,2172942.4166666665,57.724999999999994,2013764.5,53.46666666666667,159177.91666666666,7.325
4,Alabama,2014,1.0,3783191.25,2164595.5,57.225,2018737.3333333333,53.36666666666667,145858.16666666666,6.733333333333333
5,Alabama,2015,1.0,3799373.0833333335,2152497.9166666665,56.65,2020763.4166666667,53.175000000000004,131734.5,6.125
6,Alabama,2016,1.0,3816952.75,2155751.4166666665,56.49166666666668,2028929.0,53.166666666666664,126822.41666666667,5.908333333333332
7,Alabama,2017,1.0,3834334.0833333335,2172487.8333333335,56.66666666666668,2073394.4166666667,54.083333333333336,99093.41666666667,4.583333333333333
8,Alabama,2018,1.0,3849182.9166666665,2206796.0833333335,57.32500000000001,2120340.5833333335,55.09166666666667,86455.5,3.9249999999999994
9,Alabama,2019,1.0,3865781.4166666665,2236923.9166666665,57.85833333333333,2169181.0833333335,56.11666666666667,67742.83333333333,3.0250000000000004
10,Alabama,2020,1.0,3881778.6666666665,2232153.8333333335,57.50833333333335,2098876.9166666665,54.083333333333336,133276.91666666666,6.000000000000001
11,Alabama,2021,1.0,3890500.0,2258073.0,58.0,2160347.0,55.5,97726.0,4.3
12,Alaska,2010,2.0,518526.5,361628.5833333333,69.74166666666666,332196.1666666667,64.06666666666665,29432.416666666668,8.133333333333333
13,Alaska,2011,2.0,528559.9166666666,364445.25,68.94166666666666,336210.5,63.60833333333334,28234.75,7.733333333333334
14,Alaska,2012,2.0,534987.25,364276.4166666667,68.07499999999999,337915.0,63.15833333333334,26361.416666666668,7.249999999999999
15,Alaska,2013,2.0,538481.6666666666,363638.4166666667,67.53333333333333,338208.75,62.791666666666686,25429.666666666668,6.991666666666667
16,Alaska,2014,2.0,540372.9166666666,364337.4166666667,67.41666666666667,339774.9166666667,62.87499999999998,24562.5,6.741666666666666
17,Alaska,2015,2.0,542685.0,362328.8333333333,66.75833333333334,339579.1666666667,62.57500000000001,22749.666666666668,6.275000000000001
18,Alaska,2016,2.0,546589.0833333334,362097.3333333333,66.25000000000001,338218.75,61.875,23878.583333333332,6.600000000000001
19,Alaska,2017,2.0,547514.75,361176.6666666667,65.95833333333333,337706.5833333333,61.68333333333333,23470.083333333332,6.500000000000001
20,Alaska,2018,2.0,546892.25,356193.75,65.13333333333333,334994.5,61.25833333333335,21199.25,5.933333333333333
21,Alaska,2019,2.0,546241.0,353869.5,64.77499999999999,334807.6666666667,61.291666666666664,19061.833333333332,5.391666666666666
22,Alaska,2020,2.0,545509.5833333334,347396.25,63.69166666666667,320078.75,58.66666666666668,27317.5,7.883333333333334
23,Alaska,2021,2.0,544894.0,354957.0,65.1,331374.0,60.8,23583.0,6.6
24,Arizona,2010,4.0,4896820.333333333,3096203.1666666665,63.23333333333333,2777583.5833333335,56.724999999999994,318619.5833333333,10.299999999999999
25,Arizona,2011,4.0,4926325.25,3051762.5833333335,61.96666666666667,2763680.3333333335,56.09166666666667,288082.25,9.433333333333332
26,Arizona,2012,4.0,5006637.5,3054799.0,61.01666666666666,2799914.75,55.92499999999998,254884.25,8.349999999999998
27,Arizona,2013,4.0,5085867.5,3064990.0833333335,60.26666666666667,2825940.5,55.558333333333344,239049.58333333334,7.816666666666666
28,Arizona,2014,4.0,5178007.75,3118415.5,60.225,2906136.0,56.116666666666674,212279.5,6.791666666666668
29,Arizona,2015,4.0,5276145.333333333,3185086.6666666665,60.35833333333332,2991341.0,56.691666666666656,193745.66666666666,6.074999999999999
30,Arizona,2016,4.0,5384441.5,3253953.6666666665,60.408333333333324,3075608.0833333335,57.12500000000001,178345.58333333334,5.483333333333333
31,Arizona,2017,4.0,5490864.416666667,3329352.4166666665,60.64166666666667,3164468.5,57.616666666666674,164883.91666666666,4.958333333333332
32,Arizona,2018,4.0,5603814.166666667,3428007.8333333335,61.15,3262880.1666666665,58.225,165127.66666666666,4.8166666666666655
33,Arizona,2019,4.0,5727527.0,3538631.6666666665,61.775,3366723.5,58.775,171908.16666666666,4.858333333333333
34,Arizona,2020,4.0,5860478.5,3570033.0,60.933333333333316,3287657.0833333335,56.1,282375.9166666667,7.908333333333332
35,Arizona,2021,4.0,5932506.0,3570652.0,60.2,3331280.0,56.2,239372.0,6.7
36,Arkansas,2010,5.0,2232732.1666666665,1353829.0,60.64166666666666,1247317.5,55.85833333333334,106511.5,7.858333333333334
37,Arkansas,2011,5.0,2254423.0833333335,1357541.4166666667,60.224999999999994,1250285.5833333333,55.46666666666666,107255.83333333333,7.908333333333334
38,Arkansas,2012,5.0,2266989.9166666665,1350276.6666666667,59.550000000000004,1252173.4166666667,55.25,98103.25,7.266666666666667
39,Arkansas,2013,5.0,2276881.6666666665,1331775.5,58.491666666666674,1237985.5833333333,54.366666666666674,93789.91666666667,7.041666666666668
40,Arkansas,2014,5.0,2287194.8333333335,1327892.9166666667,58.058333333333344,1249645.8333333333,54.64166666666667,78247.08333333333,5.8999999999999995
41,Arkansas,2015,5.0,2299074.0833333335,1339408.25,58.25833333333335,1273048.6666666667,55.383333333333326,66359.58333333333,4.949999999999999
42,Arkansas,2016,5.0,2312068.25,1344030.9166666667,58.125,1290424.5833333333,55.82500000000001,53606.333333333336,3.9833333333333325
43,Arkansas,2017,5.0,2324289.9166666665,1350010.75,58.083333333333336,1299503.5,55.916666666666664,50507.25,3.7416666666666654
44,Arkansas,2018,5.0,2334639.6666666665,1352720.5,57.949999999999996,1303276.5,55.81666666666667,49444.0,3.666666666666668
45,Arkansas,2019,5.0,2345716.25,1365119.0,58.19166666666666,1317100.5833333333,56.15833333333333,48018.416666666664,3.5083333333333333
46,Arkansas,2020,5.0,2358484.4166666665,1354332.75,57.43333333333333,1272210.3333333333,53.95000000000001,82122.41666666667,6.083333333333333
47,Arkansas,2021,5.0,2365706.0,1375953.0,58.2,1312417.0,55.5,63536.0,4.6
48,California,2010,6.0,28532316.333333332,18367201.333333332,64.375,16080104.333333334,56.35833333333333,2287097.0,12.458333333333336
49,California,2011,6.0,28952844.75,18405178.75,63.574999999999996,16218318.916666666,56.00833333333333,2186859.8333333335,11.891666666666666
50,California,2012,6.0,29295635.583333332,18488947.083333332,63.1,16543573.916666666,56.474999999999994,1945373.1666666667,10.525
51,California,2013,6.0,29626794.25,18568482.916666668,62.67499999999999,16892033.333333332,57.00833333333333,1676449.5833333333,9.033333333333335
52,California,2014,6.0,29962936.25,18677101.166666668,62.333333333333336,17264825.083333332,57.625,1412276.0833333333,7.566666666666666
53,California,2015,6.0,30283673.333333332,18824855.166666668,62.15833333333333,17649562.083333332,58.28333333333333,1175293.0833333333,6.2250000000000005
54,California,2016,6.0,30568838.916666668,19013906.5,62.19166666666667,17965090.916666668,58.76666666666666,1048815.5833333333,5.516666666666667
55,California,2017,6.0,30793963.75,19172103.666666668,62.25000000000001,18244669.25,59.24166666666665,927434.4166666666,4.841666666666668
56,California,2018,6.0,30951058.5,19263510.0,62.24166666666665,18440665.916666668,59.57500000000001,822844.0833333334,4.2749999999999995
57,California,2019,6.0,31043291.75,19353520.333333332,62.333333333333336,18551726.0,59.76666666666666,801794.3333333334,4.150000000000001
58,California,2020,6.0,31083627.416666668,18819488.5,60.550000000000004,16906706.5,54.4,1912782.0,10.216666666666667
59,California,2021,6.0,31093847.0,18668972.0,60.0,16988845.0,54.6,1680127.0,9.0
60,Colorado,2010,8.0,3869707.8333333335,2715095.25,70.14999999999999,2467390.4166666665,63.76666666666665,247704.83333333334,9.141666666666667
61,Colorado,2011,8.0,3925293.6666666665,2730173.1666666665,69.55,2493001.0833333335,63.51666666666667,237172.08333333334,8.691666666666666
62,Colorado,2012,8.0,3993645.4166666665,2750169.3333333335,68.87500000000001,2530540.5,63.349999999999994,219628.83333333334,8.0
63,Colorado,2013,8.0,4064988.9166666665,2766607.25,68.05833333333334,2580125.0833333335,63.46666666666666,186482.16666666666,6.75
64,Colorado,2014,8.0,4142393.25,2800294.5,67.60000000000001,2660999.5833333335,64.23333333333333,139294.91666666666,4.983333333333333
65,Colorado,2015,8.0,4233776.166666667,2825936.9166666665,66.73333333333333,2720563.5,64.26666666666667,105373.41666666667,3.741666666666666
66,Colorado,2016,8.0,4322567.5,2893958.5,66.93333333333332,2803216.6666666665,64.85000000000001,90741.83333333333,3.1333333333333333
67,Colorado,2017,8.0,4398712.75,2981915.4166666665,67.79166666666669,2903701.0833333335,66.01666666666665,78214.33333333333,2.6166666666666667
68,Colorado,2018,8.0,4476394.75,3071421.8333333335,68.60833333333333,2978243.25,66.525,93178.58333333333,3.0333333333333337
69,Colorado,2019,8.0,4547452.833333333,3126350.5,68.74999999999999,3043295.6666666665,66.925,83054.83333333333,2.6583333333333337
70,Colorado,2020,8.0,4610274.583333333,3121449.75,67.70833333333333,2894662.9166666665,62.78333333333333,226786.83333333334,7.283333333333335
71,Colorado,2021,8.0,4642794.0,3183214.0,68.6,2972258.0,64.0,210956.0,6.6
72,Connecticut,2010,9.0,2798201.25,1911229.4166666667,68.29166666666667,1728400.9166666667,61.775000000000006,182828.5,9.558333333333332
73,Connecticut,2011,9.0,2829089.4166666665,1914290.25,67.66666666666667,1741785.5833333333,61.54999999999999,172504.66666666666,9.016666666666666
74,Connecticut,2012,9.0,2845442.25,1888026.5,66.35000000000001,1730017.8333333333,60.79166666666668,158008.66666666666,8.358333333333333
75,Connecticut,2013,9.0,2856909.1666666665,1868150.0,65.39166666666667,1719711.3333333333,60.199999999999996,148438.66666666666,7.95
76,Connecticut,2014,9.0,2867359.5,1889095.0833333333,65.86666666666669,1764020.5833333333,61.51666666666668,125074.5,6.616666666666667
77,Connecticut,2015,9.0,2872221.6666666665,1892066.75,65.86666666666667,1785889.4166666667,62.16666666666668,106177.33333333333,5.616666666666666
78,Connecticut,2016,9.0,2874829.9166666665,1893437.1666666667,65.86666666666667,1801259.1666666667,62.65833333333333,92178.0,4.866666666666667
79,Connecticut,2017,9.0,2878966.8333333335,1902990.8333333333,66.11666666666666,1819099.6666666667,63.17499999999999,83891.16666666667,4.408333333333332
80,Connecticut,2018,9.0,2884472.8333333335,1905061.3333333333,66.05,1830545.9166666667,63.474999999999994,74515.41666666667,3.9166666666666665
81,Connecticut,2019,9.0,2884713.0833333335,1917382.6666666667,66.47500000000001,1848708.9166666667,64.075,68673.75,3.5916666666666672
82,Connecticut,2020,9.0,2883430.6666666665,1872598.0833333333,64.95833333333334,1724335.5,59.80000000000002,148262.58333333334,7.933333333333334
83,Connecticut,2021,9.0,2880415.0,1839774.0,63.9,1690533.0,58.7,149241.0,8.1
84,Delaware,2010,10.0,700897.5,436261.9166666667,62.24166666666665,398517.0833333333,56.866666666666674,37744.833333333336,8.658333333333335
85,Delaware,2011,10.0,711379.6666666666,443784.4166666667,62.36666666666667,410050.0833333333,57.650000000000006,33734.333333333336,7.608333333333334
86,Delaware,2012,10.0,719197.1666666666,446038.75,62.01666666666667,414521.3333333333,57.63333333333333,31517.416666666668,7.066666666666666
87,Delaware,2013,10.0,727677.1666666666,443691.3333333333,60.96666666666665,414377.8333333333,56.95833333333334,29313.5,6.608333333333332
88,Delaware,2014,10.0,737066.6666666666,452658.4166666667,61.40000000000001,427332.75,57.974999999999994,25325.666666666668,5.608333333333333
89,Delaware,2015,10.0,746042.75,462843.5833333333,62.04166666666668,440695.9166666667,59.06666666666666,22147.666666666668,4.791666666666668
90,Delaware,2016,10.0,754335.0,468969.25,62.15833333333334,447725.3333333333,59.35,21243.916666666668,4.525000000000001
91,Delaware,2017,10.0,762483.5833333334,475688.5833333333,62.39166666666666,454530.75,59.61666666666665,21157.833333333332,4.449999999999999
92,Delaware,2018,10.0,771179.3333333334,481142.5,62.39166666666666,463330.5,60.07500000000001,17812.0,3.7000000000000006
93,Delaware,2019,10.0,780804.4166666666,488062.5833333333,62.51666666666668,470239.0,60.20833333333334,17823.583333333332,3.6500000000000004
94,Delaware,2020,10.0,790877.5833333334,484205.0833333333,61.21666666666667,446323.1666666667,56.416666666666664,37881.916666666664,7.866666666666667
95,Delaware,2021,10.0,796235.0,487441.0,61.2,457972.0,57.5,29469.0,6.0
96,District of Columbia,2010,11.0,502916.75,346800.9166666667,68.975,312261.25,62.1,34539.666666666664,9.950000000000001
97,District of Columbia,2011,11.0,516883.5,352151.3333333333,68.13333333333334,316309.4166666667,61.18333333333333,35841.916666666664,10.191666666666668
98,District of Columbia,2012,11.0,528146.75,365128.6666666667,69.13333333333334,332328.4166666667,62.90833333333333,32800.25,8.975
99,District of Columbia,2013,11.0,538976.6666666666,374218.0,69.43333333333332,342636.5,63.566666666666656,31581.5,8.433333333333332
100,District of Columbia,2014,11.0,547902.0833333334,379819.0,69.30833333333332,350542.4166666667,63.991666666666674,29276.583333333332,7.708333333333333
101,District of Columbia,2015,11.0,557242.8333333334,388407.0,69.7,361555.75,64.88333333333334,26851.25,6.916666666666665
102,District of Columbia,2016,11.0,565140.3333333334,395268.5,69.94166666666668,370615.5833333333,65.56666666666668,24652.916666666668,6.233333333333333
103,District of Columbia,2017,11.0,571922.1666666666,403664.9166666667,70.59166666666667,378946.4166666667,66.26666666666667,24718.5,6.133333333333334
104,District of Columbia,2018,11.0,577254.8333333334,408137.9166666667,70.70833333333333,384869.0,66.68333333333334,23268.916666666668,5.7
105,District of Columbia,2019,11.0,580712.0,415212.5,71.48333333333333,393081.0833333333,67.68333333333334,22131.416666666668,5.325
106,District of Columbia,2020,11.0,583602.0,409206.3333333333,70.10000000000001,376341.5833333333,64.48333333333333,32864.75,8.066666666666666
107,District of Columbia,2021,11.0,584492.0,409164.0,70.0,374799.0,64.1,34365.0,8.4
108,Florida,2010,12.0,14940260.333333334,9146222.583333334,61.225000000000016,8156247.916666667,54.59166666666667,989974.6666666666,10.824999999999998
109,Florida,2011,12.0,15209662.583333334,9260509.083333334,60.88333333333335,8333318.833333333,54.78333333333333,927190.25,10.0
110,Florida,2012,12.0,15438000.833333334,9337584.5,60.48333333333333,8529774.083333334,55.25,807810.4166666666,8.666666666666666
111,Florida,2013,12.0,15672641.833333334,9417333.833333334,60.099999999999994,8708972.583333334,55.558333333333344,708361.25,7.533333333333332
112,Florida,2014,12.0,15947213.5,9546102.5,59.86666666666667,8931062.166666666,56.00833333333335,615040.3333333334,6.433333333333333
113,Florida,2015,12.0,16266345.333333334,9640779.416666666,59.26666666666668,9108452.833333334,56.00833333333333,532326.5833333334,5.5249999999999995
114,Florida,2016,12.0,16616128.583333334,9842511.833333334,59.24166666666665,9360140.666666666,56.34166666666667,482371.1666666667,4.916666666666665
115,Florida,2017,12.0,16933735.5,10031993.583333334,59.25000000000001,9605685.583333334,56.725,426308.0,4.25
116,Florida,2018,12.0,17192301.166666668,10165765.0,59.12500000000001,9797290.75,56.975,368474.25,3.625
117,Florida,2019,12.0,17420996.333333332,10331612.916666666,59.30833333333334,9992352.25,57.366666666666674,339260.6666666667,3.2916666666666674
118,Florida,2020,12.0,17647046.833333332,10116247.666666666,57.32500000000001,9328406.416666666,52.85833333333334,787841.25,7.8500000000000005
119,Florida,2021,12.0,17757100.0,10068788.0,56.7,9587056.0,54.0,481732.0,4.8
120,Georgia,2010,13.0,7322354.916666667,4708977.333333333,64.30000000000003,4207438.75,57.458333333333336,501538.5833333333,10.658333333333333
121,Georgia,2011,13.0,7381036.5,4739137.666666667,64.19999999999999,4258201.75,57.68333333333333,480935.9166666667,10.158333333333333
122,Georgia,2012,13.0,7476642.75,4771806.166666667,63.81666666666667,4340082.416666667,58.058333333333344,431723.75,9.041666666666668
123,Georgia,2013,13.0,7559402.083333333,4751345.5,62.85833333333332,4364851.833333333,57.75000000000001,386493.6666666667,8.141666666666667
124,Georgia,2014,13.0,7652862.083333333,4745980.916666667,62.025,4406892.166666667,57.59166666666667,339088.75,7.141666666666666
125,Georgia,2015,13.0,7762111.166666667,4734596.583333333,60.99166666666668,4447352.5,57.308333333333344,287244.0833333333,6.074999999999999
126,Georgia,2016,13.0,7885093.083333333,4921740.416666667,62.41666666666666,4653212.25,58.99166666666667,268528.1666666667,5.466666666666666
127,Georgia,2017,13.0,7995888.583333333,5106181.5,63.85833333333333,4862385.416666667,60.81666666666666,243796.08333333334,4.766666666666667
128,Georgia,2018,13.0,8097653.0,5117710.583333333,63.19999999999999,4911695.916666667,60.658333333333324,206014.66666666666,4.0249999999999995
129,Georgia,2019,13.0,8204250.083333333,5148909.75,62.758333333333326,4966879.416666667,60.54166666666666,182030.33333333334,3.5333333333333328
130,Georgia,2020,13.0,8297833.5,5068407.416666667,61.07500000000001,4738746.916666667,57.11666666666667,329660.5,6.55
131,Georgia,2021,13.0,8344325.0,5112468.0,61.3,4853894.0,58.2,258574.0,5.1
132,Hawaii,2010,15.0,1030161.9166666666,648396.1666666666,62.96666666666667,604129.4166666666,58.65833333333333,44266.75,6.824999999999999
133,Hawaii,2011,15.0,1055844.5,660465.0,62.56666666666666,615329.3333333334,58.275000000000006,45135.666666666664,6.833333333333333
134,Hawaii,2012,15.0,1065644.3333333333,650519.8333333334,61.050000000000004,612043.25,57.44166666666667,38476.583333333336,5.8999999999999995
135,Hawaii,2013,15.0,1074149.3333333333,651144.0833333334,60.616666666666674,620202.5833333334,57.73333333333334,30941.5,4.758333333333335
136,Hawaii,2014,15.0,1080244.8333333333,664112.5,61.48333333333334,635967.3333333334,58.866666666666674,28145.166666666668,4.233333333333333
137,Hawaii,2015,15.0,1086641.8333333333,670625.25,61.71666666666666,647695.5833333334,59.60833333333333,22929.666666666668,3.4166666666666665
138,Hawaii,2016,15.0,1093555.1666666667,679237.0,62.11666666666665,659616.6666666666,60.31666666666667,19620.333333333332,2.891666666666666
139,Hawaii,2017,15.0,1094637.4166666667,679733.8333333334,62.08333333333334,664699.4166666666,60.70833333333332,15034.416666666666,2.216666666666667
140,Hawaii,2018,15.0,1094299.1666666667,675013.25,61.69166666666666,659076.3333333334,60.225,15936.916666666666,2.3583333333333334
141,Hawaii,2019,15.0,1090890.1666666667,669270.0833333334,61.349999999999994,652922.0,59.849999999999994,16348.083333333334,2.4333333333333336
142,Hawaii,2020,15.0,1086402.75,648485.25,59.69166666666666,572809.3333333334,52.73333333333333,75675.91666666667,11.808333333333332
143,Hawaii,2021,15.0,1083148.0,655039.0,60.5,588061.0,54.3,66978.0,10.2
144,Idaho,2010,16.0,1165429.5,762158.6666666666,65.40833333333333,695375.5833333334,59.68333333333333,66783.08333333333,8.758333333333333
145,Idaho,2011,16.0,1179092.4166666667,764066.9166666666,64.8,701595.75,59.508333333333326,62471.166666666664,8.166666666666666
146,Idaho,2012,16.0,1193210.9166666667,772073.3333333334,64.70833333333333,715011.5833333334,59.908333333333324,57061.75,7.399999999999999
147,Idaho,2013,16.0,1208620.8333333333,777682.75,64.35,724710.75,59.96666666666667,52972.0,6.816666666666666
148,Idaho,2014,16.0,1226459.3333333333,777061.5,63.35833333333333,742988.1666666666,60.574999999999996,34073.333333333336,4.383333333333333
149,Idaho,2015,16.0,1246557.8333333333,794897.3333333334,63.78333333333331,764106.8333333334,61.29999999999998,30790.5,3.8666666666666654
150,Idaho,2016,16.0,1274369.5,813091.1666666666,63.808333333333344,783240.5,61.45833333333332,29850.666666666668,3.6750000000000003
151,Idaho,2017,16.0,1305332.0833333333,833816.5833333334,63.875,807516.9166666666,61.86666666666667,26299.666666666668,3.1583333333333337
152,Idaho,2018,16.0,1336010.5833333333,855275.6666666666,64.01666666666667,831154.25,62.225000000000016,24121.416666666668,2.8166666666666664
153,Idaho,2019,16.0,1370018.1666666667,879431.1666666666,64.18333333333332,855214.8333333334,62.425000000000004,24216.333333333332,2.7583333333333333
154,Idaho,2020,16.0,1406448.5833333333,891985.4166666666,63.416666666666664,844114.0833333334,60.008333333333326,47871.333333333336,5.374999999999999
155,Idaho,2021,16.0,1426574.0,900205.0,63.1,869162.0,60.9,31043.0,3.4
156,Illinois,2010,17.0,9905097.416666666,6609172.583333333,66.74166666666666,5916963.666666667,59.72499999999999,692208.9166666666,10.466666666666667
157,Illinois,2011,17.0,9949849.0,6568428.416666667,66.01666666666667,5927033.916666667,59.574999999999996,641394.5,9.758333333333335
